maritime_environment_03,maritime_activities_03,increases,0.16,dashed,Longer-range within-domain influence: Port operating complexity supports Vessel rummage.
maritime_environment_04,maritime_activities_04,increases,0.16,dashed,Longer-range within-domain influence: Vessel concealment sophistication supports Coastal patrol.
maritime_environment_05,maritime_activities_05,increases,0.16,dashed,Longer-range within-domain influence: Offshore transfer activity supports At-sea boarding.
maritime_inputs_01,maritime_outputs_01,increases,0.16,dashed,Longer-range within-domain influence: Maritime officer teams supports Vessels boarded.
maritime_inputs_02,maritime_outputs_02,increases,0.16,dashed,Longer-range within-domain influence: Border cutter availability supports Containers examined.
maritime_inputs_03,maritime_outputs_03,increases,0.16,dashed,Longer-range within-domain influence: Port scanner capacity supports Maritime drug seizures.
maritime_inputs_04,maritime_outputs_04,increases,0.16,dashed,Longer-range within-domain influence: Underwater search capacity supports Suspect craft tracked.
maritime_inputs_05,maritime_outputs_05,increases,0.16,dashed,Longer-range within-domain influence: Advance manifest data supports Port intelligence referrals.
maritime_activities_01,maritime_outcomes_01,increases,0.16,dashed,Longer-range within-domain influence: Vessel risk assessment supports Maritime route disruption.
maritime_activities_02,maritime_outcomes_02,increases,0.16,dashed,Longer-range within-domain influence: Container scanning supports Maritime import capacity reduced.
maritime_activities_03,maritime_outcomes_03,decreases,-0.22,dashed,Longer-range within-domain influence: Vessel rummage reduces Port displacement.
maritime_activities_04,maritime_outcomes_04,increases,0.16,dashed,Longer-range within-domain influence: Coastal patrol supports Maritime seizure tonnage.
maritime_activities_05,maritime_outcomes_05,increases,0.16,dashed,Longer-range within-domain influence: At-sea boarding supports Maritime deterrence.
maritime_inputs_01,maritime_outcomes_01,increases,0.16,dashed,Direct capability-to-outcome influence: Maritime officer teams supports Maritime route disruption.
maritime_inputs_02,maritime_outcomes_02,increases,0.16,dashed,Direct capability-to-outcome influence: Border cutter availability supports Maritime import capacity reduced.
maritime_inputs_03,maritime_outcomes_03,decreases,-0.22,dashed,Direct capability-to-outcome influence: Port scanner capacity reduces Port displacement.
maritime_inputs_04,maritime_outcomes_04,increases,0.16,dashed,Direct capability-to-outcome influence: Underwater search capacity supports Maritime seizure tonnage.
maritime_inputs_05,maritime_outcomes_05,increases,0.16,dashed,Direct capability-to-outcome influence: Advance manifest data supports Maritime deterrence.
postal_parcels_environment_01,postal_parcels_activities_01,increases,0.16,dashed,Longer-range within-domain influence: International parcel volume supports Parcel screening.
postal_parcels_environment_02,postal_parcels_activities_02,increases,0.16,dashed,Longer-range within-domain influence: Synthetic drug shipments supports Declaration analysis.
postal_parcels_environment_03,postal_parcels_activities_03,increases,0.16,dashed,Longer-range within-domain influence: Darknet order volume supports Controlled-delivery referral.
postal_parcels_environment_04,postal_parcels_activities_04,increases,0.16,dashed,Longer-range within-domain influence: Parcel misdeclaration supports Substance testing.
postal_parcels_environment_05,postal_parcels_activities_05,increases,0.16,dashed,Longer-range within-domain influence: Micro-consignment use supports Sender and address clustering.
postal_parcels_inputs_01,postal_parcels_outputs_01,increases,0.16,dashed,Longer-range within-domain influence: Parcel examination officers supports Parcels intercepted.
postal_parcels_inputs_02,postal_parcels_outputs_02,increases,0.16,dashed,Longer-range within-domain influence: Parcel X-ray lanes supports Substances identified.
postal_parcels_inputs_03,postal_parcels_outputs_03,increases,0.16,dashed,Longer-range within-domain influence: Substance spectrometry supports Delivery addresses flagged.
postal_parcels_inputs_04,postal_parcels_outputs_04,increases,0.16,dashed,Longer-range within-domain influence: Parcel targeting rules supports Parcel cases referred.
postal_parcels_inputs_05,postal_parcels_outputs_05,increases,0.16,dashed,Longer-range within-domain influence: Secure parcel examination supports Sender clusters mapped.
postal_parcels_activities_01,postal_parcels_outcomes_01,increases,0.16,dashed,Longer-range within-domain influence: Parcel screening supports Postal route disruption.
postal_parcels_activities_02,postal_parcels_outcomes_02,increases,0.16,dashed,Longer-range within-domain influence: Declaration analysis supports Seller account exposure.
postal_parcels_activities_03,postal_parcels_outcomes_03,increases,0.16,dashed,Longer-range within-domain influence: Controlled-delivery referral supports Repeat address suppression.
postal_parcels_activities_04,postal_parcels_outcomes_04,decreases,-0.22,dashed,Longer-range within-domain influence: Substance testing reduces Small-shipment displacement.
postal_parcels_activities_05,postal_parcels_outcomes_05,increases,0.16,dashed,Longer-range within-domain influence: Sender and address clustering supports Online buyer deterrence.
postal_parcels_inputs_01,postal_parcels_outcomes_01,increases,0.16,dashed,Direct capability-to-outcome influence: Parcel examination officers supports Postal route disruption.
postal_parcels_inputs_02,postal_parcels_outcomes_02,increases,0.16,dashed,Direct capability-to-outcome influence: Parcel X-ray lanes supports Seller account exposure.
postal_parcels_inputs_03,postal_parcels_outcomes_03,increases,0.16,dashed,Direct capability-to-outcome influence: Substance spectrometry supports Repeat address suppression.
postal_parcels_inputs_04,postal_parcels_outcomes_04,decreases,-0.22,dashed,Direct capability-to-outcome influence: Parcel targeting rules reduces Small-shipment displacement.
postal_parcels_inputs_05,postal_parcels_outcomes_05,increases,0.16,dashed,Direct capability-to-outcome influence: Secure parcel examination supports Online buyer deterrence.
freight_environment_01,freight_activities_01,increases,0.16,dashed,Longer-range within-domain influence: Road freight volume supports Commercial vehicle selection.
freight_environment_02,freight_activities_02,increases,0.16,dashed,Longer-range within-domain influence: Rail freight volume supports Freight load examination.
freight_environment_03,freight_activities_03,increases,0.16,dashed,Longer-range within-domain influence: Trusted-trader abuse supports Driver cab search.
freight_environment_04,freight_activities_04,increases,0.16,dashed,Longer-range within-domain influence: Commercial load concealment supports Cargo seal verification.
freight_environment_05,freight_activities_05,increases,0.16,dashed,Longer-range within-domain influence: Driver coercion supports Driver safeguarding interview.
freight_inputs_01,freight_outputs_01,increases,0.16,dashed,Longer-range within-domain influence: Freight examination officers supports Commercial vehicles examined.
freight_inputs_02,freight_outputs_02,increases,0.16,dashed,Longer-range within-domain influence: Mobile freight scanners supports Freight loads scanned.
freight_inputs_03,freight_outputs_03,increases,0.16,dashed,Longer-range within-domain influence: Weighbridge access supports Freight drug seizures.
freight_inputs_04,freight_outputs_04,increases,0.16,dashed,Longer-range within-domain influence: Commercial vehicle intelligence supports Cargo anomalies recorded.
freight_inputs_05,freight_outputs_05,increases,0.16,dashed,Longer-range within-domain influence: Freight inspection bays supports Freight cases referred.
freight_activities_01,freight_outcomes_01,increases,0.16,dashed,Longer-range within-domain influence: Commercial vehicle selection supports Freight route disruption.
freight_activities_02,freight_outcomes_02,decreases,-0.22,dashed,Longer-range within-domain influence: Freight load examination reduces Concealment cost increased.
freight_activities_03,freight_outcomes_03,increases,0.16,dashed,Longer-range within-domain influence: Driver cab search supports Haulage facilitation reduced.
freight_activities_04,freight_outcomes_04,increases,0.16,dashed,Longer-range within-domain influence: Cargo seal verification supports Freight seizure weight.
freight_activities_05,freight_outcomes_05,increases,0.16,dashed,Longer-range within-domain influence: Driver safeguarding interview supports Commercial logistics deterrence.
freight_inputs_01,freight_outcomes_01,increases,0.16,dashed,Direct capability-to-outcome influence: Freight examination officers supports Freight route disruption.
freight_inputs_02,freight_outcomes_02,decreases,-0.22,dashed,Direct capability-to-outcome influence: Mobile freight scanners reduces Concealment cost increased.
freight_inputs_03,freight_outcomes_03,increases,0.16,dashed,Direct capability-to-outcome influence: Weighbridge access supports Haulage facilitation reduced.
freight_inputs_04,freight_outcomes_04,increases,0.16,dashed,Direct capability-to-outcome influence: Commercial vehicle intelligence supports Freight seizure weight.
freight_inputs_05,freight_outcomes_05,increases,0.16,dashed,Direct capability-to-outcome influence: Freight inspection bays supports Commercial logistics deterrence.
inland_enforcement_environment_01,inland_enforcement_activities_01,increases,0.16,dashed,Longer-range within-domain influence: County-lines demand supports Transport hub operations.
inland_enforcement_environment_02,inland_enforcement_activities_02,increases,0.16,dashed,Longer-range within-domain influence: Criminal warehouse capacity supports Warehouse compliance visits.
inland_enforcement_environment_03,inland_enforcement_activities_03,increases,0.16,dashed,Longer-range within-domain influence: Domestic transport hubs supports Targeted vehicle stops.
inland_enforcement_environment_04,inland_enforcement_activities_04,increases,0.16,dashed,Longer-range within-domain influence: Drug redistribution activity supports Joint enforcement warrants.
inland_enforcement_environment_05,inland_enforcement_activities_05,increases,0.16,dashed,Longer-range within-domain influence: Vulnerable premises use supports Inland safeguarding referral.
inland_enforcement_inputs_01,inland_enforcement_outputs_01,increases,0.16,dashed,Longer-range within-domain influence: Mobile enforcement teams supports Premises searched.
inland_enforcement_inputs_02,inland_enforcement_outputs_02,increases,0.16,dashed,Longer-range within-domain influence: Regional officer coverage supports Vehicles stopped inland.
inland_enforcement_inputs_03,inland_enforcement_outputs_03,increases,0.16,dashed,Longer-range within-domain influence: Surveillance vehicles supports Drug stock recovered.
inland_enforcement_inputs_04,inland_enforcement_outputs_04,increases,0.16,dashed,Longer-range within-domain influence: Inland search capability supports Inland suspects referred.
inland_enforcement_inputs_05,inland_enforcement_outputs_05,increases,0.16,dashed,Longer-range within-domain influence: Local intelligence access supports Vulnerable people identified.
inland_enforcement_activities_01,inland_enforcement_outcomes_01,increases,0.16,dashed,Longer-range within-domain influence: Transport hub operations supports Domestic supply disruption.
inland_enforcement_activities_02,inland_enforcement_outcomes_02,increases,0.16,dashed,Longer-range within-domain influence: Warehouse compliance visits supports Redistribution delay.
inland_enforcement_activities_03,inland_enforcement_outcomes_03,decreases,-0.22,dashed,Longer-range within-domain influence: Targeted vehicle stops reduces Local drug availability.
inland_enforcement_activities_04,inland_enforcement_outcomes_04,decreases,-0.22,dashed,Longer-range within-domain influence: Joint enforcement warrants reduces Network displacement.
inland_enforcement_activities_05,inland_enforcement_outcomes_05,increases,0.16,dashed,Longer-range within-domain influence: Inland safeguarding referral supports Community confidence.
inland_enforcement_inputs_01,inland_enforcement_outcomes_01,increases,0.16,dashed,Direct capability-to-outcome influence: Mobile enforcement teams supports Domestic supply disruption.
inland_enforcement_inputs_02,inland_enforcement_outcomes_02,increases,0.16,dashed,Direct capability-to-outcome influence: Regional officer coverage supports Redistribution delay.
inland_enforcement_inputs_03,inland_enforcement_outcomes_03,decreases,-0.22,dashed,Direct capability-to-outcome influence: Surveillance vehicles reduces Local drug availability.
inland_enforcement_inputs_04,inland_enforcement_outcomes_04,decreases,-0.22,dashed,Direct capability-to-outcome influence: Inland search capability reduces Network displacement.
inland_enforcement_inputs_05,inland_enforcement_outcomes_05,increases,0.16,dashed,Direct capability-to-outcome influence: Local intelligence access supports Community confidence.
investigations_environment_01,investigations_activities_01,increases,0.16,dashed,Longer-range within-domain influence: Network organisational complexity supports Criminal case development.
investigations_environment_02,investigations_activities_02,increases,0.16,dashed,Longer-range within-domain influence: Encrypted communication use supports Device exploitation.
investigations_environment_03,investigations_activities_03,increases,0.16,dashed,Longer-range within-domain influence: Criminal identity fraud supports Suspect network mapping.
investigations_environment_04,investigations_activities_04,increases,0.16,dashed,Longer-range within-domain influence: Evidential threshold pressure supports Evidence review.
investigations_environment_05,investigations_activities_05,increases,0.16,dashed,Longer-range within-domain influence: Cross-jurisdiction case volume supports Arrest planning.
investigations_inputs_01,investigations_outputs_01,increases,0.16,dashed,Longer-range within-domain influence: Specialist investigators supports Trafficking cases opened.
investigations_inputs_02,investigations_outputs_02,increases,0.16,dashed,Longer-range within-domain influence: Digital forensic capacity supports Digital devices examined.
investigations_inputs_03,investigations_outputs_03,increases,0.16,dashed,Longer-range within-domain influence: Operational legal support supports Evidential packages completed.
investigations_inputs_04,investigations_outputs_04,increases,0.16,dashed,Longer-range within-domain influence: Case management capacity supports Trafficking arrests.
investigations_inputs_05,investigations_outputs_05,increases,0.16,dashed,Longer-range within-domain influence: Surveillance authorities supports Prosecution referrals.
investigations_activities_01,investigations_outcomes_01,increases,0.16,dashed,Longer-range within-domain influence: Criminal case development supports Network leadership removed.
investigations_activities_02,investigations_outcomes_02,increases,0.16,dashed,Longer-range within-domain influence: Device exploitation supports Conviction likelihood.
investigations_activities_03,investigations_outcomes_03,decreases,-0.22,dashed,Longer-range within-domain influence: Suspect network mapping reduces Investigation duration.
investigations_activities_04,investigations_outcomes_04,increases,0.16,dashed,Longer-range within-domain influence: Evidence review supports Criminal network fragmentation.
investigations_activities_05,investigations_outcomes_05,increases,0.16,dashed,Longer-range within-domain influence: Arrest planning supports Investigative deterrence.
investigations_inputs_01,investigations_outcomes_01,increases,0.16,dashed,Direct capability-to-outcome influence: Specialist investigators supports Network leadership removed.
investigations_inputs_02,investigations_outcomes_02,increases,0.16,dashed,Direct capability-to-outcome influence: Digital forensic capacity supports Conviction likelihood.
investigations_inputs_03,investigations_outcomes_03,decreases,-0.22,dashed,Direct capability-to-outcome influence: Operational legal support reduces Investigation duration.
investigations_inputs_04,investigations_outcomes_04,increases,0.16,dashed,Direct capability-to-outcome influence: Case management capacity supports Criminal network fragmentation.
investigations_inputs_05,investigations_outcomes_05,increases,0.16,dashed,Direct capability-to-outcome influence: Surveillance authorities supports Investigative deterrence.
financial_disruption_environment_01,financial_disruption_activities_01,increases,0.16,dashed,Longer-range within-domain influence: Trafficking cash flow supports Criminal money-flow tracing.
financial_disruption_environment_02,financial_disruption_activities_02,increases,0.16,dashed,Longer-range within-domain influence: Crypto-asset laundering supports Suspicious report analysis.
financial_disruption_environment_03,financial_disruption_activities_03,increases,0.16,dashed,Longer-range within-domain influence: Trade-based laundering supports Crypto wallet analysis.
financial_disruption_environment_04,financial_disruption_activities_04,increases,0.16,dashed,Longer-range within-domain influence: Professional enabler activity supports Asset identification.
financial_disruption_environment_05,financial_disruption_activities_05,increases,0.16,dashed,Longer-range within-domain influence: Criminal asset concealment supports Restraint application.
financial_disruption_inputs_01,financial_disruption_outputs_01,increases,0.16,dashed,Longer-range within-domain influence: Financial investigators supports Trafficking accounts identified.
financial_disruption_inputs_02,financial_disruption_outputs_02,increases,0.16,dashed,Longer-range within-domain influence: Transaction data access supports Crypto wallets traced.
financial_disruption_inputs_03,financial_disruption_outputs_03,increases,0.16,dashed,Longer-range within-domain influence: Crypto tracing tools supports Criminal assets restrained.
financial_disruption_inputs_04,financial_disruption_outputs_04,increases,0.16,dashed,Longer-range within-domain influence: Asset restraint expertise supports Professional enablers referred.
financial_disruption_inputs_05,financial_disruption_outputs_05,increases,0.16,dashed,Longer-range within-domain influence: Financial liaison officers supports Financial intelligence packages.
financial_disruption_activities_01,financial_disruption_outcomes_01,increases,0.16,dashed,Longer-range within-domain influence: Criminal money-flow tracing supports Trafficking capital reduced.
financial_disruption_activities_02,financial_disruption_outcomes_02,decreases,-0.22,dashed,Longer-range within-domain influence: Suspicious report analysis reduces Laundering capacity disrupted.
financial_disruption_activities_03,financial_disruption_outcomes_03,increases,0.16,dashed,Longer-range within-domain influence: Crypto wallet analysis supports Criminal asset recovery.
financial_disruption_activities_04,financial_disruption_outcomes_04,increases,0.16,dashed,Longer-range within-domain influence: Asset identification supports Network replacement cost increased.
financial_disruption_activities_05,financial_disruption_outcomes_05,increases,0.16,dashed,Longer-range within-domain influence: Restraint application supports Financial deterrence.
financial_disruption_inputs_01,financial_disruption_outcomes_01,increases,0.16,dashed,Direct capability-to-outcome influence: Financial investigators supports Trafficking capital reduced.
financial_disruption_inputs_02,financial_disruption_outcomes_02,decreases,-0.22,dashed,Direct capability-to-outcome influence: Transaction data access reduces Laundering capacity disrupted.
financial_disruption_inputs_03,financial_disruption_outcomes_03,increases,0.16,dashed,Direct capability-to-outcome influence: Crypto tracing tools supports Criminal asset recovery.
financial_disruption_inputs_04,financial_disruption_outcomes_04,increases,0.16,dashed,Direct capability-to-outcome influence: Asset restraint expertise supports Network replacement cost increased.
financial_disruption_inputs_05,financial_disruption_outcomes_05,increases,0.16,dashed,Direct capability-to-outcome influence: Financial liaison officers supports Financial deterrence.
international_partnerships_environment_01,international_partnerships_activities_01,increases,0.16,dashed,Longer-range within-domain influence: Source-country production supports International intelligence exchange.
international_partnerships_environment_02,international_partnerships_activities_02,increases,0.16,dashed,Longer-range within-domain influence: Transit-state enforcement capacity supports Joint operational planning.
international_partnerships_environment_03,international_partnerships_activities_03,increases,0.16,dashed,Longer-range within-domain influence: International information latency supports Partner training delivery.
international_partnerships_environment_04,international_partnerships_activities_04,increases,0.16,dashed,Longer-range within-domain influence: Cross-border legal differences supports Upstream target development.
international_partnerships_environment_05,international_partnerships_activities_05,increases,0.16,dashed,Longer-range within-domain influence: Overseas corruption exposure supports Cross-border deconfliction.
international_partnerships_inputs_01,international_partnerships_outputs_01,increases,0.16,dashed,Longer-range within-domain influence: International liaison officers supports International partner alerts.
international_partnerships_inputs_02,international_partnerships_outputs_02,increases,0.16,dashed,Longer-range within-domain influence: Bilateral operating agreements supports Joint operations launched.
international_partnerships_inputs_03,international_partnerships_outputs_03,increases,0.16,dashed,Longer-range within-domain influence: Joint taskforce capacity supports Partner officers trained.
international_partnerships_inputs_04,international_partnerships_outputs_04,increases,0.16,dashed,Longer-range within-domain influence: Secure partner channels supports Upstream drug seizures.
international_partnerships_inputs_05,international_partnerships_outputs_05,increases,0.16,dashed,Longer-range within-domain influence: Overseas programme funding supports Coordinated target lists.
international_partnerships_activities_01,international_partnerships_outcomes_01,increases,0.16,dashed,Longer-range within-domain influence: International intelligence exchange supports Upstream trafficking disruption.
international_partnerships_activities_02,international_partnerships_outcomes_02,increases,0.16,dashed,Longer-range within-domain influence: Joint operational planning supports International warning time.
international_partnerships_activities_03,international_partnerships_outcomes_03,increases,0.16,dashed,Longer-range within-domain influence: Partner training delivery supports Shared route intelligence.
international_partnerships_activities_04,international_partnerships_outcomes_04,increases,0.16,dashed,Longer-range within-domain influence: Upstream target development supports Partner enforcement capability.
international_partnerships_activities_05,international_partnerships_outcomes_05,decreases,-0.22,dashed,Longer-range within-domain influence: Cross-border deconfliction reduces International route displacement.
international_partnerships_inputs_01,international_partnerships_outcomes_01,increases,0.16,dashed,Direct capability-to-outcome influence: International liaison officers supports Upstream trafficking disruption.
international_partnerships_inputs_02,international_partnerships_outcomes_02,increases,0.16,dashed,Direct capability-to-outcome influence: Bilateral operating agreements supports International warning time.
international_partnerships_inputs_03,international_partnerships_outcomes_03,increases,0.16,dashed,Direct capability-to-outcome influence: Joint taskforce capacity supports Shared route intelligence.
international_partnerships_inputs_04,international_partnerships_outcomes_04,increases,0.16,dashed,Direct capability-to-outcome influence: Secure partner channels supports Partner enforcement capability.
international_partnerships_inputs_05,international_partnerships_outcomes_05,decreases,-0.22,dashed,Direct capability-to-outcome influence: Overseas programme funding reduces International route displacement.
workforce_environment_01,workforce_activities_01,increases,0.16,dashed,Longer-range within-domain influence: Operational workload pressure supports Operational skills training.
workforce_environment_02,workforce_activities_02,increases,0.16,dashed,Longer-range within-domain influence: Shift-demand volatility supports Shift planning.
workforce_environment_03,workforce_activities_03,increases,0.16,dashed,Longer-range within-domain influence: Occupational safety risk supports Frontline supervision.
workforce_environment_04,workforce_activities_04,increases,0.16,dashed,Longer-range within-domain influence: Recruitment competition supports Workforce welfare intervention.
workforce_environment_05,workforce_activities_05,increases,0.16,dashed,Longer-range within-domain influence: Training demand supports Operational lessons review.
workforce_inputs_01,workforce_outputs_01,increases,0.16,dashed,Longer-range within-domain influence: Border officer headcount supports Trained officers available.
workforce_inputs_02,workforce_outputs_02,increases,0.16,dashed,Longer-range within-domain influence: Specialist training places supports Priority shifts covered.
workforce_inputs_03,workforce_outputs_03,increases,0.16,dashed,Longer-range within-domain influence: Workforce wellbeing support supports Competence assessments completed.
workforce_inputs_04,workforce_outputs_04,increases,0.16,dashed,Longer-range within-domain influence: Roster flexibility supports Welfare cases supported.
workforce_inputs_05,workforce_outputs_05,increases,0.16,dashed,Longer-range within-domain influence: Protective equipment availability supports Safety actions completed.
workforce_activities_01,workforce_outcomes_01,increases,0.16,dashed,Longer-range within-domain influence: Operational skills training supports Operational readiness.
workforce_activities_02,workforce_outcomes_02,increases,0.16,dashed,Longer-range within-domain influence: Shift planning supports Workforce retention.
workforce_activities_03,workforce_outcomes_03,decreases,-0.22,dashed,Longer-range within-domain influence: Frontline supervision reduces Officer fatigue risk.
workforce_activities_04,workforce_outcomes_04,increases,0.16,dashed,Longer-range within-domain influence: Workforce welfare intervention supports Frontline decision quality.
workforce_activities_05,workforce_outcomes_05,decreases,-0.22,dashed,Longer-range within-domain influence: Operational lessons review reduces Workforce safety incidents.
workforce_inputs_01,workforce_outcomes_01,increases,0.16,dashed,Direct capability-to-outcome influence: Border officer headcount supports Operational readiness.
workforce_inputs_02,workforce_outcomes_02,increases,0.16,dashed,Direct capability-to-outcome influence: Specialist training places supports Workforce retention.
workforce_inputs_03,workforce_outcomes_03,decreases,-0.22,dashed,Direct capability-to-outcome influence: Workforce wellbeing support reduces Officer fatigue risk.
workforce_inputs_04,workforce_outcomes_04,increases,0.16,dashed,Direct capability-to-outcome influence: Roster flexibility supports Frontline decision quality.
workforce_inputs_05,workforce_outcomes_05,decreases,-0.22,dashed,Direct capability-to-outcome influence: Protective equipment availability reduces Workforce safety incidents.
safeguarding_environment_01,safeguarding_activities_01,increases,0.16,dashed,Longer-range within-domain influence: Child criminal exploitation supports Vulnerability screening.
safeguarding_environment_02,safeguarding_activities_02,increases,0.16,dashed,Longer-range within-domain influence: Coerced drug couriers supports Consent-based victim referral.
safeguarding_environment_03,safeguarding_activities_03,increases,0.16,dashed,Longer-range within-domain influence: Modern slavery exposure supports Multi-agency safeguarding conference.
safeguarding_environment_04,safeguarding_activities_04,increases,0.16,dashed,Longer-range within-domain influence: Drug overdose risk supports Trauma-informed victim interview.
safeguarding_environment_05,safeguarding_activities_05,increases,0.16,dashed,Longer-range within-domain influence: Community vulnerability supports Individual harm assessment.
safeguarding_inputs_01,safeguarding_outputs_01,increases,0.16,dashed,Longer-range within-domain influence: Safeguarding specialists supports Safeguarding referrals.
safeguarding_inputs_02,safeguarding_outputs_02,increases,0.16,dashed,Longer-range within-domain influence: Victim referral pathways supports Potential victims supported.
safeguarding_inputs_03,safeguarding_outputs_03,increases,0.16,dashed,Longer-range within-domain influence: Trauma-informed training supports Immediate risks escalated.
safeguarding_inputs_04,safeguarding_outputs_04,increases,0.16,dashed,Longer-range within-domain influence: Victim support services supports Support service placements.
safeguarding_inputs_05,safeguarding_outputs_05,increases,0.16,dashed,Longer-range within-domain influence: Local safeguarding partnerships supports Safeguarding intelligence submissions.
safeguarding_activities_01,safeguarding_outcomes_01,decreases,-0.22,dashed,Longer-range within-domain influence: Vulnerability screening reduces Criminal exploitation reduced.
safeguarding_activities_02,safeguarding_outcomes_02,increases,0.16,dashed,Longer-range within-domain influence: Consent-based victim referral supports Victim safety.
safeguarding_activities_03,safeguarding_outcomes_03,decreases,-0.22,dashed,Longer-range within-domain influence: Multi-agency safeguarding conference reduces Re-trafficking risk.
safeguarding_activities_04,safeguarding_outcomes_04,increases,0.16,dashed,Longer-range within-domain influence: Trauma-informed victim interview supports Trust in border authorities.
safeguarding_activities_05,safeguarding_outcomes_05,decreases,-0.22,dashed,Longer-range within-domain influence: Individual harm assessment reduces Preventable individual harm.
safeguarding_inputs_01,safeguarding_outcomes_01,decreases,-0.22,dashed,Direct capability-to-outcome influence: Safeguarding specialists reduces Criminal exploitation reduced.
safeguarding_inputs_02,safeguarding_outcomes_02,increases,0.16,dashed,Direct capability-to-outcome influence: Victim referral pathways supports Victim safety.
safeguarding_inputs_03,safeguarding_outcomes_03,decreases,-0.22,dashed,Direct capability-to-outcome influence: Trauma-informed training reduces Re-trafficking risk.
safeguarding_inputs_04,safeguarding_outcomes_04,increases,0.16,dashed,Direct capability-to-outcome influence: Victim support services supports Trust in border authorities.
safeguarding_inputs_05,safeguarding_outcomes_05,decreases,-0.22,dashed,Direct capability-to-outcome influence: Local safeguarding partnerships reduces Preventable individual harm.
drug_market_outcomes_environment_01,drug_market_outcomes_activities_01,increases,0.16,dashed,Longer-range within-domain influence: Wholesale drug demand supports Illicit market assessment.
drug_market_outcomes_environment_02,drug_market_outcomes_activities_02,increases,0.16,dashed,Longer-range within-domain influence: Retail drug demand supports Drug price and purity tracking.
drug_market_outcomes_environment_03,drug_market_outcomes_activities_03,increases,0.16,dashed,Longer-range within-domain influence: Trafficking price incentives supports Intervention impact evaluation.
drug_market_outcomes_environment_04,drug_market_outcomes_activities_04,increases,0.16,dashed,Longer-range within-domain influence: Substitute substance availability supports Trafficking displacement analysis.
drug_market_outcomes_environment_05,drug_market_outcomes_activities_05,increases,0.16,dashed,Longer-range within-domain influence: Criminal network resilience supports Drug harm surveillance.
drug_market_outcomes_inputs_01,drug_market_outcomes_outputs_01,increases,0.16,dashed,Longer-range within-domain influence: Drug market analysts supports Drug market size estimates.
drug_market_outcomes_inputs_02,drug_market_outcomes_outputs_02,increases,0.16,dashed,Longer-range within-domain influence: Market monitoring coverage supports Price and purity reports.
drug_market_outcomes_inputs_03,drug_market_outcomes_outputs_03,increases,0.16,dashed,Longer-range within-domain influence: Public health data access supports Impact evaluation findings.
drug_market_outcomes_inputs_04,drug_market_outcomes_outputs_04,increases,0.16,dashed,Longer-range within-domain influence: Impact evaluation capacity supports Displacement warnings.
drug_market_outcomes_inputs_05,drug_market_outcomes_outputs_05,increases,0.16,dashed,Longer-range within-domain influence: Academic research partnerships supports Drug harm indicators.
drug_market_outcomes_activities_01,drug_market_outcomes_outcomes_01,decreases,-0.22,dashed,Longer-range within-domain influence: Illicit market assessment reduces Illicit drug availability.
drug_market_outcomes_activities_02,drug_market_outcomes_outcomes_02,decreases,-0.22,dashed,Longer-range within-domain influence: Drug price and purity tracking reduces Drug purity risk.
drug_market_outcomes_activities_03,drug_market_outcomes_outcomes_03,increases,0.16,dashed,Longer-range within-domain influence: Intervention impact evaluation supports Street drug price.
drug_market_outcomes_activities_04,drug_market_outcomes_outcomes_04,decreases,-0.22,dashed,Longer-range within-domain influence: Trafficking displacement analysis reduces Drug-related overdose harm.
drug_market_outcomes_activities_05,drug_market_outcomes_outcomes_05,decreases,-0.22,dashed,Longer-range within-domain influence: Drug harm surveillance reduces Organised crime profitability.
drug_market_outcomes_inputs_01,drug_market_outcomes_outcomes_01,decreases,-0.22,dashed,Direct capability-to-outcome influence: Drug market analysts reduces Illicit drug availability.
drug_market_outcomes_inputs_02,drug_market_outcomes_outcomes_02,decreases,-0.22,dashed,Direct capability-to-outcome influence: Market monitoring coverage reduces Drug purity risk.
drug_market_outcomes_inputs_03,drug_market_outcomes_outcomes_03,increases,0.16,dashed,Direct capability-to-outcome influence: Public health data access supports Street drug price.
drug_market_outcomes_inputs_04,drug_market_outcomes_outcomes_04,decreases,-0.22,dashed,Direct capability-to-outcome influence: Impact evaluation capacity reduces Drug-related overdose harm.
drug_market_outcomes_inputs_05,drug_market_outcomes_outcomes_05,decreases,-0.22,dashed,Direct capability-to-outcome influence: Academic research partnerships reduces Organised crime profitability.
intelligence_outputs_01,air_passenger_outcomes_01,increases,0.16,dashed,Cross-domain effect from Intelligence and targeting: Actionable intelligence packages supports Air courier disruption.
intelligence_inputs_01,air_passenger_activities_02,enables,0.30,dashed,Shared capability from Intelligence and targeting: Analyst capacity supports Baggage examination.
intelligence_outputs_02,air_passenger_outcomes_02,decreases,-0.22,dashed,Cross-domain effect from Intelligence and targeting: High-risk movement alerts reduces Air route displacement.
intelligence_inputs_02,air_passenger_activities_03,enables,0.30,dashed,Shared capability from Intelligence and targeting: Intelligence systems supports Passenger questioning.
intelligence_outputs_03,air_passenger_outcomes_03,increases,0.16,dashed,Cross-domain effect from Intelligence and targeting: Target profiles supports Air-border seizure volume.
intelligence_inputs_03,air_passenger_activities_04,enables,0.30,dashed,Shared capability from Intelligence and targeting: Data access agreements supports Canine screening.
intelligence_outputs_04,air_passenger_outcomes_04,decreases,-0.22,dashed,Cross-domain effect from Intelligence and targeting: Route assessments reduces Passenger false-positive burden.
